Middle Profiles,Image Contrast,Selected
1677,6.47708,false
1689,5.8099,false
1701,7.07619,false
1713,9.77657,false
1725,11.5302,false
1737,6.89357,false
1749,11.9098,false
1761,8.08227,false
1773,12.2824,false
1785,7.99085,false
1797,9.46498,false
1809,16.4995,false
1821,8.00782,false
1833,10.0535,false
1845,12.5112,false
1857,11.2295,false
1869,7.0412,false
1881,9.84243,false
1893,9.75477,false
1905,6.80746,false
1917,7.91425,false
1929,8.4088,false
1941,7.73186,false
1953,7.95631,false
1965,1.19779,false
1977,6.15327,false
1989,4.83418,false
2001,3.76575,false
2013,4.262,false
2025,5.20191,false
2037,6.20381,false
2049,3.21872,false
2061,3.25836,false
2073,10.5788,false
2085,13.2879,false
2097,13.7773,false
2109,9.89803,false
2121,6.87292,false
2133,4.04151,false
2145,6.44983,false
2157,4.34786,false
2169,7.37174,false
2181,9.45931,false
2193,8.41335,false
2205,8.47553,false
2217,9.29079,false
2229,10.7784,false
2241,9.93781,false
2253,10.6162,false
2265,29.0482,true
2277,28.6026,false
2289,14.7083,false
2301,28.0192,true
2313,23.8631,false
2325,14.7689,false
2337,29.518,true
2349,22.0914,false
2361,10.5295,false
2373,11.9462,false
2385,8.21399,false
2397,7.07763,false
2409,5.5762,false
2421,14.9738,false
2433,7.57561,false
2445,9.85822,false
2457,9.66213,false
2469,12.406,false
2481,11.889,false
2493,23.7462,true
2505,21.3878,false
2517,21.1753,false
2529,8.94355,false
2541,7.5621,false
2553,5.58082,false
2565,6.38093,false
2577,8.07574,false
2589,9.55691,false
2601,10.8394,false
2613,10.9027,false
2625,11.6089,false
2637,13.9732,false
2649,10.2602,false
2661,8.6371,false
2673,8.33829,false
2685,10.2188,false
2697,12.1004,false
2709,11.3577,false
2721,6.82026,false
2733,13.9403,false
2745,16.3679,false
2757,15.1222,false
2769,10.6053,false
2781,11.4914,false
2793,15.8605,false
2805,10.8879,false
2817,16.5339,false
2829,5.34335,false
2841,5.42342,false
2853,8.00892,false
2865,7.34518,false
2877,7.48241,false
2889,14.6386,false
2901,11.155,false
2913,13.7186,false
2925,10.5785,false
2937,9.81219,false
2949,7.66111,false
2961,8.67019,false
2973,14.9936,false
2985,14.9512,false
2997,16.6961,false
3009,14.35,false
3021,15.5477,false
3033,13.7867,false
3045,8.58131,false
3057,8.66439,false
3069,5.60802,false
3081,3.8391,false
3093,7.21219,false
3105,7.95662,false
3117,9.2585,false
3129,5.24651,false
3141,13.3128,false
3153,10.3193,false
3165,4.44493,false
3177,5.65907,false
3189,10.8824,false
3201,7.85238,false
3213,14.541,false
3225,18.0602,false
3237,16.9439,false
3249,12.5687,false
3261,9.96684,false
3273,11.8599,false
3285,11.0219,false
3297,8.9492,false
3309,5.83251,false
3321,9.3388,false
3333,9.02529,false
3345,12.4288,false
3357,7.36996,false
3369,19.5784,true
3381,16.3205,false
3393,15.6207,false
3405,13.0209,false
3417,13.3659,false
3429,11.0961,false
3441,21.2455,false
3453,21.9202,true
3465,18.4931,false
3477,17.9201,false
3489,14.9975,false
3501,12.3042,false
3513,16.9569,false
3525,8.37986,false
3537,19.8458,true
3549,11.4668,false
3561,8.61255,false
3573,14.5893,false
3585,12.9238,false
3597,12.8114,false
3609,8.92462,false
3621,9.71792,false
3633,28.1554,true
3645,14.7479,false
3657,13.4695,false
3669,7.15375,false
3681,7.78446,false
3693,16.2962,false
3705,17.6999,false
3717,15.4368,false
3729,13.6858,false
3741,12.4841,false
3753,27.5279,true
3765,24.3626,false
3777,14.3367,false
3789,12.6346,false
3801,11.6149,false
3813,10.7569,false
3825,13.1338,false
3837,7.86762,false
3849,15.2755,false
3861,9.28808,false
3873,6.1103,false
3885,7.9077,false
3897,14.9388,false
3909,7.81607,false
3921,9.00297,false
3933,9.3841,false
3945,6.5126,false
3957,12.2897,false
3969,6.00936,false
3981,7.25751,false
3993,10.1138,false
4005,9.26015,false
4017,5.94502,false
4029,6.41677,false
4041,6.64796,false
4053,8.03176,false
4065,4.98205,false
4077,6.49888,false
4089,9.50568,false
4101,14.5234,false
4113,5.84858,false
4125,12.5684,false
4137,3.80366,false
4149,7.46352,false
4161,7.63043,false
4173,7.86259,false
4185,7.80792,false
4197,4.23172,false
4209,6.45358,false
4221,9.59376,false
4233,14.0554,false
4245,8.95935,false
4257,11.9893,false
4269,14.2452,false
4281,20.0028,false
4293,25.0641,true
4305,18.5257,false
4317,19.1185,false
4329,17.7445,false
4341,26.6893,true
4353,13.9063,false
4365,14.4314,false
4377,8.34894,false
4389,12.4369,false
4401,13.0589,false
4413,13.6229,false
4425,12.5556,false
4437,12.7831,false
4449,12.9862,false
4461,8.90263,false
4473,13.4454,false
4485,10.454,false
4497,11.0045,false
4509,9.45206,false
4521,9.68565,false
4533,13.1531,false
4545,11.2175,false
4557,10.3716,false
4569,13.5608,false
4581,13.3879,false
4593,18.5258,true
4605,10.6837,false
4617,17.0031,false
4629,13.1187,false
4641,16.2006,false
4653,16.5623,false
4665,13.569,false
4677,12.2172,false
4689,10.8498,false
4701,12.5303,false
4713,14.7385,false
4725,19.0188,true
4737,18.9868,false
4749,16.7914,false
4761,12.5624,false
4773,14.4219,false
4785,8.33765,false
4797,7.80152,false
4809,9.40013,false
4821,7.265,false
4833,13.1137,false
4845,9.6999,false
4857,5.92142,false
4869,3.58819,false
4881,3.21536,false
4893,5.99285,false
4905,8.07751,false
4917,2.63164,false
4929,7.27074,false
4941,12.5825,false
4953,9.91544,false
4965,10.373,false
4977,6.04857,false
4989,15.8479,false
5001,25.3177,true
5013,6.72941,false
5025,10.0564,false
5037,17.0359,false
5049,16.7084,false
5061,17.123,false
5073,9.92096,false
5085,7.8027,false
5097,7.1251,false
5109,7.20148,false
5121,5.68062,false
5133,7.34017,false
5145,8.50784,false
5157,7.72557,false
5169,10.259,false
5181,12.8483,false
5193,14.1575,false
5205,16.8922,false
5217,10.3111,false
5229,10.42,false
5241,9.67396,false
5253,9.58238,false
5265,9.79755,false
5277,11.7775,false
5289,11.7431,false
5301,8.77409,false
5313,9.78424,false
5325,11.785,false
5337,8.1219,false
5349,5.1585,false
5361,4.94087,false
5373,5.24583,false
5385,15.4931,false
5397,9.4611,false
5409,16.2875,false
5421,15.7531,false
5433,8.87748,false
5445,8.06325,false
5457,5.38364,false
5469,4.83866,false
5481,9.3503,false
5493,9.37786,false
5505,6.31595,false
5517,2.47289,false
5529,5.40523,false
5541,4.42735,false
5553,6.11155,false
5565,5.83902,false
5577,8.35974,false
5589,4.62588,false
5601,3.97502,false
5613,4.95557,false
5625,7.53739,false
5637,8.51358,false
5649,9.89355,false
5661,4.31307,false
5673,6.26447,false
5685,4.51655,false
5697,5.75037,false
5709,6.03936,false
5721,6.20164,false
5733,3.95213,false
5745,3.36989,false
5757,3.41612,false
5769,4.67449,false
5781,6.83329,false
5793,7.77055,false
5805,9.17442,false
5817,10.9205,false
5829,7.62147,false
5841,5.13605,false
5853,9.02118,false
5865,18.031,false
5877,13.0607,false
5889,15.9271,false
5901,15.8934,false
5913,13.5738,false
5925,12.8439,false
5937,11.0936,false
5949,7.5505,false
5961,8.28607,false
5973,10.7446,false
5985,10.7468,false
5997,6.71117,false
6009,6.44461,false
6021,7.97331,false
6033,6.92988,false
6045,8.14332,false
6057,7.651,false
6069,6.33524,false
6081,6.85376,false
6093,9.40919,false
6105,6.58505,false
6117,8.8599,false
6129,6.40096,false
6141,5.91423,false
6153,10.5032,false
6165,6.57367,false
6177,6.85249,false
6189,9.05159,false
6201,3.4519,false
6213,1.97112,false
6225,3.10996,false
6237,3.52904,false
6249,3.92623,false
6261,5.02329,false
6273,8.84163,false
6285,10.5261,false
6297,18.0231,false
6309,17.2166,false
6321,11.4693,false
6333,3.08116,false
6345,3.52436,false
6357,5.26585,false
6369,6.80173,false
6381,3.43705,false
6393,14.8956,false
6405,14.7777,false
6417,12.935,false
6429,6.54662,false
6441,4.40969,false
6453,5.17322,false
6465,4.68265,false
6477,8.78217,false
6489,8.95546,false
6501,8.74884,false
6513,6.88866,false
6525,10.5292,false
6537,9.02449,false
6549,8.35776,false
6561,12.3412,false
6573,12.8403,false
6585,12.7632,false
6597,13.4182,false
6609,13.8486,false
6621,15.8778,false
6633,11.6549,false
6645,10.1262,false
6657,10.5641,false
6669,9.08943,false
6681,10.4309,false
6693,11.2316,false
6705,9.21413,false
6717,7.08042,false
6729,8.32616,false
6741,7.95084,false
6753,7.25018,false
6765,7.32966,false
6777,8.1016,false
6789,8.62484,false
6801,8.7789,false
6813,7.04888,false
6825,8.92095,false
6837,8.68297,false
6849,11.8505,false
6861,12.8942,false
6873,10.6823,false
6885,10.7558,false
6897,10.8655,false
6909,8.45078,false
6921,8.40394,false
6933,6.55101,false
6945,13.2424,false
6957,7.63974,false
6969,8.47145,false
6981,4.70809,false
6993,6.8556,false
7005,14.4909,false
7017,11.4101,false
7029,4.40257,false
7041,6.51077,false
7053,12.055,false
7065,13.1606,false
7077,24.3728,true
7089,16.5939,false
7101,13.9047,false
7113,8.46066,false
7125,3.91632,false
7137,6.10003,false
7149,9.44944,false
7161,7.41889,false
7173,4.55821,false
7185,5.61981,false
7197,5.69453,false
7209,4.07838,false
7221,6.17669,false
7233,8.16658,false
7245,8.06436,false
7257,3.70853,false
7269,3.90411,false
7281,5.20788,false
7293,6.5502,false
7305,15.6627,false
7317,7.97097,false
7329,18.7812,true
7341,8.40315,false
7353,6.36789,false
7365,7.39204,false
7377,7.57851,false
7389,10.1599,false
7401,24.9274,true
7413,17.2539,false
7425,11.812,false
7437,16.9986,false
7449,18.3952,false
7461,16.6457,false
7473,11.9908,false
7485,11.3955,false
7497,12.078,false
7509,12.1164,false
7521,11.4673,false
7533,8.31933,false
7545,11.1786,false
7557,7.04124,false
7569,13.5337,false
7581,12.2868,false
7593,13.1396,false
7605,13.5679,false
7617,12.8061,false
7629,10.5383,false
7641,8.61466,false
7653,7.52469,false
7665,6.74717,false
7677,5.14076,false
7689,6.16881,false
7701,6.14207,false
7713,7.88795,false
7725,4.34981,false
7737,5.81562,false
7749,5.96585,false
7761,4.77967,false
7773,6.80103,false
7785,2.16077,false
7797,3.2137,false
7809,3.70306,false
7821,3.18992,false
7833,2.41977,false
7845,2.44673,false
7857,3.29086,false
7869,4.57864,false
7881,11.9198,false
7893,12.249,false
7905,5.77781,false
7917,11.2947,false
7929,20.9124,false
7941,11.7202,false
7953,23.5769,true
7965,13.4924,false
7977,9.21053,false
7989,8.97121,false
8001,11.8629,false
8013,10.8062,false
8025,18.2179,false
8037,19.5802,true
8049,16.3577,false
8061,13.5437,false
8073,15.5482,false
8085,9.49261,false
8097,11.6977,false
8109,16.1715,false
8121,19.9265,false
8133,20.7437,false
8145,22.7647,true
8157,16.1392,false
8169,12.3602,false
8181,12.7879,false
8193,13.7258,false
8205,16.5202,false
8217,18.5866,true
8229,13.7786,false
8241,16.7764,false
