Middle Profiles,Doppler Spread (Hz),Selected
5985,27.0043,false
5997,22.2388,false
6009,20.6503,false
6021,23.8273,false
6033,25.4158,false
6045,30.1813,false
6057,36.5352,true
6069,31.7698,false
6081,31.7698,false
6093,25.4158,false
6105,25.4158,false
6117,30.1813,false
6129,33.3582,false
6141,27.0043,false
6153,19.0619,false
6165,22.2388,false
6177,19.0619,false
6189,14.2964,false
6201,11.1194,false
6213,20.6503,false
6225,33.3582,false
6237,30.1813,false
6249,36.5352,true
6261,25.4158,false
6273,30.1813,false
6285,25.4158,false
6297,30.1813,false
6309,23.8273,false
6321,28.5928,false
6333,28.5928,false
6345,33.3582,false
6357,14.2964,false
6369,19.0619,false
6381,20.6503,false
6393,22.2388,false
6405,28.5928,false
6417,38.1237,true
6429,31.7698,false
6441,22.2388,false
6453,17.4734,false
6465,19.0619,false
6477,31.7698,false
6489,20.6503,false
6501,17.4734,false
6513,36.5352,false
6525,44.4777,true
6537,20.6503,false
6549,15.8849,false
6561,15.8849,false
6573,22.2388,false
6585,23.8273,false
6597,20.6503,false
6609,23.8273,false
6621,23.8273,false
6633,23.8273,false
6645,23.8273,false
6657,25.4158,false
6669,27.0043,false
6681,19.0619,false
6693,17.4734,false
6705,20.6503,false
6717,30.1813,false
6729,27.0043,false
6741,22.2388,false
6753,28.5928,false
6765,27.0043,false
6777,27.0043,false
6789,38.1237,true
6801,33.3582,false
6813,19.0619,false
6825,11.1194,false
6837,12.7079,false
6849,17.4734,false
6861,27.0043,false
6873,25.4158,false
6885,17.4734,false
6897,15.8849,false
6909,17.4734,false
6921,15.8849,false
6933,28.5928,false
6945,25.4158,false
6957,28.5928,false
6969,25.4158,false
6981,25.4158,false
6993,36.5352,false
7005,44.4777,true
7017,36.5352,false
7029,30.1813,false
7041,31.7698,false
7053,25.4158,false
7065,27.0043,false
7077,25.4158,false
7089,28.5928,false
7101,33.3582,false
7113,28.5928,false
7125,33.3582,false
7137,31.7698,false
7149,28.5928,false
7161,14.2964,false
7173,17.4734,false
7185,22.2388,false
7197,15.8849,false
7209,23.8273,false
7221,12.7079,false
7233,14.2964,false
7245,11.1194,false
7257,15.8849,false
7269,17.4734,false
7281,31.7698,false
7293,41.3007,true
7305,34.9467,false
7317,33.3582,false
7329,23.8273,false
7341,25.4158,false
7353,20.6503,false
7365,30.1813,false
7377,28.5928,false
7389,25.4158,false
7401,28.5928,false
7413,22.2388,false
7425,25.4158,false
7437,22.2388,false
7449,20.6503,false
