0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68967210583835,0,0,0,0,0,9.97088740350637,0,8.81459451117856,0,9.4205112920704,0,8.73856480403566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2161526830581,0,0,0,0,0,0,0,0,0,0,0,14.792618090252,0,14.1163162874702,0,14.7534410025986,0,14.1732786319968,0,10.8046699597007,0,14.3348243866431,0,14.4758336827849,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1435817152243,0,18.1227495293633,0,17.0041124563107,0,17.5607446470203,0,13.9843502832753,0,16.9059905608929,0,16.0944315995241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9819064099661,0,12.1655864524766,0,13.0017970392274,0,14.110994295041,0,14.2200612226883,0,14.3718359173604,0,13.6128176828199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7675784548559,0,12.476488702762,0,12.2965670935809,0,12.2600840765499,0,12.8330710019247,0,13.1949086804436,0,15.4377678816516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7291522598262,0,19.7344837695513,0,19.3358028793577,0,20.277518458321,0,21.0465343217801,0,0,0,0,0,0,0,20.3668452817545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6410733160149,0,0,0,0,0,0,0,12.7741929850262,0,9.82074997103971,0,9.48934669813573,0,2.62076780804956,0,11.7575786277598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6729527685533,0,12.9165542364498,0,12.7102995420825,0,13.0491743988298,0,13.2708082830764,0,13.2157395967981,0,13.6479588246042,0,0,0,0,0,0,0,0,0,0,0,12.8166728994584,0,0,0,0,0,0,0,0,0,0,0,12.4697801827542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2633527122183,0,15.1101691448035,0,15.9873685043232,0,14.8361195902442,0,14.7998828097905,0,14.8371372727566,0,16.0362821438786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8871790880697,0,9.68659364989596,0,10.0070796720672,0,11.4579680898251,0,11.9287330295014,0,12.1409708792084,0,12.0092484758099,0,0,0,0,0,0,0,0,0,0,0,11.9845150202785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
