0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89962177284092,0,11.5854286579596,0,10.8855353480036,0,10.5380854213424,0,12.3743904896752,0,0,0,11.6301197764094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5888370520229,0,0,0,0,0,0,0,0,0,0,0,11.705672375695,0,0,0,0,0,0,0,12.0533709338057,0,9.47584565265006,0,11.696915258788,0,0,0,12.079080252321,0,11.8631468917508,0,11.6793907302832,0,11.843010155343,0,9.00555137400873,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35439080648743,0,10.0409533774605,0,11.0765908650051,0,11.5268075943036,0,11.5133201732704,0,9.5554076122703,0,11.5558914216748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4200253263513,0,2.75699643519181,0,10.6112138863456,0,8.81332394661266,0,10.9817551997228,0,10.3436988291483,0,8.55345984823111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0860525814822,0,0,0,0,0,0,0,12.5981043034941,0,6.77286236387936,0,11.6844609049486,0,11.8752104582068,0,11.1890982810331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.279176813553,0,11.3673826476707,0,11.2045635945826,0,12.7732110380424,0,11.1746990915621,0,13.0858400187813,0,13.278795681819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2452700667903,0,0,0,0,0,0,0,0,0,15.8717482161871,0,11.8367338240756,0,0,0,0,0,0,0,15.9860048011888,0,16.1621536273726,0,8.2369419744935,0,8.25609952183203,0,7.87795942563959,0,8.088994992126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1538967997308,0,0,0,0,0,0,0,0,0,0,0,11.3846433039333,0,0,0,0,0,0,0,0,0,0,0,11.7367060357828,0,0,0,12.3687579425918,0,10.5937333583038,0,11.2126149622353,0,11.5179150972451,0,8.41660890574657,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85625428752885,0,9.63673384911232,0,4.54790884324593,0,4.32087859287627,0,6.06517517700626,0,14.0396882130627,0,13.0210935896099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71331723524571,0,9.52123539843035,0,9.93798515990356,0,10.784641141893,0,11.1350082514352,0,12.0634887810822,0,11.8836968025957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
