Middle Profiles,Image Contrast,Selected
4821,7.97259,false
4833,7.23281,false
4845,5.01754,false
4857,8.8233,false
4869,8.55635,false
4881,8.88416,false
4893,7.52694,false
4905,8.52634,false
4917,10.4696,false
4929,13.6714,true
4941,9.79628,false
4953,13.5543,false
4965,12.024,false
4977,8.18843,false
4989,1.64271,false
5001,7.35568,false
5013,10.0688,false
5025,10.2591,false
5037,8.1814,false
5049,7.89327,false
5061,6.03479,false
5073,5.32544,false
5085,5.25202,false
5097,4.98705,false
5109,3.69725,false
5121,4.88854,false
5133,5.36196,false
5145,5.1678,false
5157,4.22316,false
5169,3.99583,false
5181,4.11737,false
5193,5.22778,false
5205,5.42634,false
5217,4.45343,false
5229,8.04863,false
5241,10.3536,false
5253,6.16666,false
5265,8.07303,false
5277,9.39225,false
5289,7.50273,false
5301,5.44389,false
5313,1.75476,false
5325,8.92429,false
5337,10.981,false
5349,6.87393,false
5361,7.20671,false
5373,7.08886,false
5385,5.82845,false
5397,7.20161,false
5409,5.97876,false
5421,9.9094,false
5433,6.19829,false
5445,7.21244,false
5457,6.82563,false
5469,1.32957,false
5481,5.95472,false
5493,5.61272,false
5505,4.74511,false
5517,5.054,false
5529,5.32593,false
5541,5.7304,false
5553,7.27168,false
5565,9.71391,false
5577,7.23652,false
5589,7.85537,false
5601,7.25839,false
5613,8.43914,false
5625,7.82095,false
5637,5.83309,false
5649,7.53346,false
5661,7.13092,false
5673,6.88284,false
5685,4.74404,false
5697,7.0453,false
5709,6.35671,false
5721,6.89441,false
5733,8.84159,false
5745,8.5033,false
5757,8.32434,false
5769,7.28733,false
5781,7.20512,false
5793,6.56178,false
5805,6.14448,false
5817,5.46047,false
5829,5.06149,false
5841,2.08481,false
5853,6.47716,false
5865,8.7929,false
5877,10.3763,false
5889,6.45585,false
5901,5.46265,false
5913,6.59077,false
5925,9.79287,false
5937,7.87935,false
5949,6.33829,false
5961,5.53976,false
5973,3.27001,false
5985,0.989241,false
5997,6.27105,false
6009,6.28685,false
6021,6.65255,false
6033,6.43348,false
6045,5.97946,false
6057,6.38589,false
6069,7.34726,false
6081,9.01304,false
6093,9.94743,false
6105,8.18159,false
6117,7.77063,false
6129,7.95013,false
6141,7.75246,false
6153,11.7309,false
6165,12.6685,true
6177,9.84536,false
6189,9.6744,false
6201,10.6018,false
6213,8.54415,false
6225,7.38748,false
6237,7.18383,false
6249,6.03602,false
6261,6.2944,false
6273,5.36278,false
6285,9.9349,false
6297,11.7993,false
6309,12.5217,true
6321,7.33456,false
6333,6.11349,false
6345,6.09801,false
6357,6.82737,false
6369,6.18533,false
6381,5.59067,false
6393,9.82958,false
6405,5.22233,false
6417,6.78428,false
6429,4.00386,false
6441,4.46683,false
6453,7.96911,false
6465,8.98062,false
6477,5.76115,false
6489,8.68728,false
6501,6.72595,false
6513,6.87203,false
6525,5.96967,false
6537,9.57867,false
6549,5.82522,false
6561,6.48617,false
6573,4.4804,false
6585,5.59586,false
6597,3.7576,false
6609,4.18884,false
6621,4.91801,false
6633,5.4032,false
6645,7.19838,false
6657,4.61949,false
6669,5.39904,false
6681,5.73284,false
6693,7.83901,false
6705,5.15564,false
6717,3.89839,false
6729,5.27558,false
6741,11.2004,true
6753,6.95121,false
6765,4.49357,false
6777,5.76768,false
6789,6.30253,false
6801,9.01166,false
6813,14.2264,false
6825,19.0665,true
6837,18.5007,false
6849,15.9967,false
6861,12.8655,false
6873,8.83531,false
6885,6.41921,false
6897,8.44669,false
6909,10.3466,false
6921,11.1021,true
6933,8.56758,false
6945,6.37364,false
6957,6.47589,false
6969,5.35352,false
6981,6.79167,false
6993,6.70806,false
7005,4.05634,false
7017,11.4199,true
7029,8.82259,false
7041,7.20644,false
7053,7.13328,false
7065,6.11387,false
7077,7.85463,false
7089,7.94568,false
7101,5.22135,false
7113,5.85787,false
7125,3.8387,false
7137,9.55203,false
7149,13.1125,false
7161,13.6493,false
7173,15.3621,true
7185,14.06,false
7197,12.4483,false
7209,13.0436,false
7221,15.2216,false
7233,15.6434,true
7245,13.7298,false
7257,9.75576,false
7269,8.11997,false
7281,6.87344,false
7293,6.67772,false
7305,5.96674,false
7317,7.8852,false
7329,4.83526,false
7341,7.99987,false
7353,7.53813,false
7365,7.67612,false
7377,7.177,false
7389,6.02326,false
7401,1.73015,false
