Middle Profiles,Doppler Spread (Hz),Selected
7593,19.371,false
7605,23.2451,false
7617,23.2451,false
7629,21.3081,false
7641,23.2451,false
7653,23.2451,false
7665,25.1822,false
7677,23.2451,false
7689,25.1822,false
7701,17.4339,false
7713,19.371,false
7725,29.0564,false
7737,27.1193,false
7749,27.1193,false
7761,17.4339,false
7773,21.3081,false
7785,38.7419,false
7797,40.679,false
7809,48.4274,true
7821,40.679,false
7833,23.2451,false
7845,17.4339,false
7857,17.4339,false
7869,17.4339,false
7881,19.371,false
7893,21.3081,false
7905,21.3081,false
7917,23.2451,false
7929,19.371,false
7941,17.4339,false
7953,23.2451,false
7965,27.1193,false
7977,23.2451,false
7989,21.3081,false
8001,19.371,false
8013,11.6226,false
8025,15.4968,false
8037,13.5597,false
8049,13.5597,false
8061,13.5597,false
8073,21.3081,false
8085,19.371,false
8097,19.371,false
8109,23.2451,false
8121,21.3081,false
8133,19.371,false
8145,17.4339,false
8157,19.371,false
8169,21.3081,false
8181,17.4339,false
8193,19.371,false
8205,21.3081,false
8217,23.2451,false
8229,25.1822,false
8241,19.371,false
8253,27.1193,false
8265,29.0564,false
8277,17.4339,false
8289,19.371,false
8301,25.1822,false
