Middle Profiles,Doppler Spread (Hz),Selected
2277,15.4968,false
2289,23.2451,false
2301,17.4339,false
2313,29.0564,false
2325,40.679,false
2337,17.4339,false
2349,19.371,false
2361,34.8677,false
2373,40.679,false
2385,32.9306,false
2397,40.679,false
2409,40.679,false
2421,46.4903,true
2433,29.0564,false
2445,34.8677,false
2457,40.679,false
2469,58.1129,true
2481,48.4274,false
2493,42.6161,false
2505,30.9935,false
2517,25.1822,false
2529,32.9306,false
2541,38.7419,false
2553,32.9306,false
2565,46.4903,true
2577,34.8677,false
2589,38.7419,false
2601,38.7419,false
2613,42.6161,false
2625,19.371,false
2637,17.4339,false
2649,23.2451,false
2661,32.9306,false
2673,40.679,false
2685,27.1193,false
2697,32.9306,false
2709,15.4968,false
2721,15.4968,false
2733,19.371,false
2745,38.7419,false
2757,54.2387,false
2769,56.1758,true
2781,44.5532,false
2793,36.8048,false
2805,36.8048,false
2817,32.9306,false
2829,30.9935,false
2841,25.1822,false
2853,29.0564,false
2865,30.9935,false
2877,36.8048,false
2889,52.3016,false
2901,54.2387,true
2913,50.3645,false
2925,50.3645,false
2937,29.0564,false
2949,36.8048,false
2961,36.8048,false
2973,23.2451,false
2985,23.2451,false
2997,19.371,false
3009,15.4968,false
3021,19.371,false
3033,25.1822,false
3045,29.0564,false
3057,36.8048,false
3069,38.7419,false
3081,40.679,false
3093,29.0564,false
3105,27.1193,false
3117,38.7419,false
3129,32.9306,false
3141,38.7419,false
3153,46.4903,true
3165,36.8048,false
3177,34.8677,false
3189,23.2451,false
3201,44.5532,true
3213,32.9306,false
3225,29.0564,false
3237,32.9306,false
3249,36.8048,false
3261,32.9306,false
3273,29.0564,false
3285,36.8048,false
3297,21.3081,false
3309,21.3081,false
3321,38.7419,false
3333,40.679,false
3345,23.2451,false
3357,23.2451,false
3369,23.2451,false
3381,27.1193,false
3393,27.1193,false
3405,32.9306,false
3417,30.9935,false
3429,44.5532,true
3441,44.5532,false
3453,40.679,false
3465,44.5532,true
3477,32.9306,false
3489,19.371,false
3501,21.3081,false
3513,13.5597,false
3525,11.6226,false
3537,25.1822,false
3549,38.7419,false
3561,25.1822,false
3573,29.0564,false
3585,36.8048,false
3597,34.8677,false
3609,29.0564,false
3621,25.1822,false
3633,32.9306,false
3645,34.8677,false
3657,42.6161,false
3669,36.8048,false
3681,38.7419,false
3693,46.4903,true
3705,36.8048,false
3717,34.8677,false
3729,34.8677,false
3741,44.5532,true
3753,44.5532,false
3765,36.8048,false
3777,32.9306,false
3789,32.9306,false
3801,32.9306,false
3813,29.0564,false
3825,27.1193,false
3837,25.1822,false
3849,44.5532,false
3861,44.5532,false
3873,44.5532,false
3885,40.679,false
3897,42.6161,false
3909,52.3016,true
3921,44.5532,false
3933,40.679,false
3945,34.8677,false
3957,38.7419,false
3969,44.5532,false
3981,34.8677,false
3993,42.6161,false
4005,32.9306,false
4017,40.679,false
4029,29.0564,false
4041,29.0564,false
4053,38.7419,false
4065,32.9306,false
4077,30.9935,false
4089,21.3081,false
4101,17.4339,false
4113,25.1822,false
4125,32.9306,false
4137,29.0564,false
4149,19.371,false
4161,21.3081,false
4173,15.4968,false
4185,17.4339,false
4197,15.4968,false
4209,13.5597,false
4221,29.0564,false
4233,42.6161,false
4245,44.5532,false
4257,36.8048,false
4269,29.0564,false
4281,27.1193,false
4293,27.1193,false
4305,46.4903,true
4317,42.6161,false
4329,34.8677,false
4341,25.1822,false
4353,25.1822,false
4365,29.0564,false
4377,25.1822,false
4389,30.9935,false
4401,32.9306,false
4413,29.0564,false
4425,27.1193,false
4437,34.8677,false
4449,25.1822,false
4461,32.9306,false
4473,19.371,false
4485,23.2451,false
4497,42.6161,false
4509,52.3016,true
4521,36.8048,false
4533,38.7419,false
4545,32.9306,false
4557,42.6161,false
4569,44.5532,false
4581,40.679,false
4593,36.8048,false
4605,29.0564,false
4617,30.9935,false
4629,34.8677,false
4641,40.679,false
4653,30.9935,false
4665,32.9306,false
4677,29.0564,false
4689,40.679,false
4701,38.7419,false
4713,42.6161,false
4725,38.7419,false
4737,32.9306,false
4749,32.9306,false
4761,32.9306,false
4773,40.679,false
4785,46.4903,true
4797,34.8677,false
4809,27.1193,false
4821,30.9935,false
4833,42.6161,false
4845,42.6161,false
4857,52.3016,true
4869,38.7419,false
4881,21.3081,false
4893,17.4339,false
4905,23.2451,false
4917,34.8677,false
4929,38.7419,false
4941,46.4903,true
4953,36.8048,false
4965,42.6161,false
4977,38.7419,false
4989,27.1193,false
5001,34.8677,false
5013,30.9935,false
5025,23.2451,false
5037,25.1822,false
5049,30.9935,false
5061,40.679,false
5073,34.8677,false
5085,34.8677,false
5097,27.1193,false
5109,30.9935,false
5121,42.6161,false
5133,34.8677,false
5145,36.8048,false
5157,29.0564,false
5169,25.1822,false
5181,34.8677,false
5193,29.0564,false
5205,25.1822,false
5217,25.1822,false
5229,34.8677,false
5241,25.1822,false
5253,21.3081,false
5265,19.371,false
5277,27.1193,false
5289,42.6161,false
5301,38.7419,false
5313,23.2451,false
5325,17.4339,false
5337,23.2451,false
5349,21.3081,false
5361,27.1193,false
5373,29.0564,false
5385,27.1193,false
5397,30.9935,false
5409,27.1193,false
5421,23.2451,false
5433,19.371,false
5445,17.4339,false
5457,13.5597,false
5469,11.6226,false
5481,11.6226,false
5493,13.5597,false
5505,13.5597,false
5517,15.4968,false
5529,32.9306,false
5541,40.679,false
5553,30.9935,false
5565,25.1822,false
5577,29.0564,false
5589,30.9935,false
5601,38.7419,false
5613,38.7419,false
5625,25.1822,false
5637,21.3081,false
5649,29.0564,false
5661,36.8048,false
5673,27.1193,false
5685,19.371,false
5697,38.7419,false
5709,32.9306,false
5721,32.9306,false
5733,23.2451,false
5745,19.371,false
5757,15.4968,false
5769,15.4968,false
5781,21.3081,false
5793,23.2451,false
5805,23.2451,false
5817,21.3081,false
5829,23.2451,false
5841,21.3081,false
5853,32.9306,false
5865,46.4903,true
5877,34.8677,false
5889,29.0564,false
5901,36.8048,false
5913,30.9935,false
5925,30.9935,false
5937,27.1193,false
5949,21.3081,false
5961,15.4968,false
5973,23.2451,false
5985,19.371,false
5997,21.3081,false
6009,15.4968,false
6021,11.6226,false
6033,13.5597,false
6045,27.1193,false
6057,30.9935,false
6069,25.1822,false
6081,23.2451,false
6093,23.2451,false
